S3 Table. Full list of DEGs identified in vEDS patients' skin fibroblasts.						
Column #	Transcript ID	gene_assignment	Gene Symbol	RefSeq	p-value adjusted (FDR 5%)	Fold-Change 
20266	8057803	NM_001305134 // TMEFF2 // transmembrane protein with EGF-like and two follistatin-like 	TMEFF2	NM_001305134	0.000791237	1.65494
4573	7900340	NM_181809 // BMP8A // bone morphogenetic protein 8a // 1p34.3 // 353500 /// XM_00671061	BMP8A	NM_181809	0.00215655	1.65533
23986	8095404	"NM_001207004 // UGT2B28 // UDP glucuronosyltransferase 2 family, polypeptide B28 // 4q1"	UGT2B28	NM_001207004	0.000183174	1.66277
5479	7909601	"NR_004389 // SNORA16B // small nucleolar RNA, H/ACA box 16B // 1q32.3 // 692157 /// ENS"	SNORA16B	NR_004389	6.77E-05	1.66667
16519	8020495	NM_001100619 // CABLES1 // Cdk5 and Abl enzyme substrate 1 // 18q11.2 // 91768 /// NM_0	CABLES1	NM_001100619	0.00188998	1.66797
24992	8104627	"NR_003921 // PMCHL1 // pro-melanin-concentrating hormone-like 1, pseudogene // 5p14.3 /"	PMCHL1	NR_003921	0.00057737	1.66957
5095	7905503	NM_178429 // LCE2C // late cornified envelope 2C // 1q21.3 // 353140 /// ENST0000036878	LCE2C	NM_178429	0.000153859	1.67211
13253	7986329	"NM_001145155 // NR2F2 // nuclear receptor subfamily 2, group F, member 2 // 15q26 // 70"	NR2F2	NM_001145155	0.0103279	1.67306
12641	7980742	"ENST00000614987 // RPS6KA5 // ribosomal protein S6 kinase, 90kDa, polypeptide 5 // 14q3"	RPS6KA5	ENST00000614987	0.000416704	1.67358
16336	8018972	NM_001243540 // CEP295NL // CEP295 N-terminal like // 17q25 // 100653515 /// NM_0012435	CEP295NL	NM_001243540	2.20E-05	1.67466
20363	8058869	NM_001308022 // TNS1 // tensin 1 // 2q35-q36 // 7145 /// NM_001308023 // TNS1 // tensin	TNS1	NM_001308022	0.00109204	1.67863
15352	8008237	NM_002204 // ITGA3 // integrin alpha 3 // 17q21.33 // 3675 /// XM_005257308 // ITGA3 //	ITGA3	NM_002204	0.00945603	1.6831
31588	8167287	NM_001282167 // PORCN // porcupine homolog (Drosophila) // Xp11.23 // 64840 /// NM_0228	PORCN	NM_001282167	0.00613705	1.68345
26582	8119974	NM_001078175 // SLC29A1 // solute carrier family 29 (equilibrative nucleoside transport	SLC29A1	NM_001078175	0.00512967	1.68358
16566	8021047	NM_001130110 // SETBP1 // SET binding protein 1 // 18q21.1 // 26040 /// NM_015559 // SE	SETBP1	NM_001130110	0.00108277	1.68677
23406	8089701	NM_001164342 // ZBTB20 // zinc finger and BTB domain containing 20 // 3q13.2 // 26137 /	ZBTB20	NM_001164342	0.00976734	1.68805
5645	7911233	"NM_001005522 // OR2T8 // olfactory receptor, family 2, subfamily T, member 8 // 1q44 //"	OR2T8	NM_001005522	0.00190145	1.68856
20025	8055038	NM_001136037 // LIMS2 // LIM and senescent cell antigen-like domains 2 // 2q14.3 // 556	LIMS2	NM_001136037	4.07E-05	1.68863
10858	7962951	NM_003482 // KMT2D // lysine (K)-specific methyltransferase 2D // 12q13.12 // 8085 /// 	KMT2D	NM_003482	2.12E-05	1.69123
25398	8108749	NR_001281 // PCDHB18P // protocadherin beta 18 pseudogene // 5q31 // 54660 /// ENST0000	PCDHB18P	NR_001281	0.00601139	1.69123
5869	7913450	NM_001291860 // HSPG2 // heparan sulfate proteoglycan 2 // 1p36.1-p34 // 3339 /// NM_00	HSPG2	NM_001291860	1.88E-05	1.69257
19334	8047763	ENST00000272849 // NRP2 // neuropilin 2 // 2q33.3 // 8828 /// OTTHUMT00000256393 // NRP	NRP2	ENST00000272849	0.00805685	1.69538
29626	8148962	"NM_001005221 // OR4F29 // olfactory receptor, family 4, subfamily F, member 29 // 1p36."	OR4F29	NM_001005221	1.66E-06	1.69661
9964	7953547	NM_001007026 // ATN1 // atrophin 1 // 12p13.31 // 1822 /// NM_001940 // ATN1 // atrophi	ATN1	NM_001007026	1.01E-06	1.69698
11311	7967872	"ENST00000384060 // RNU6-76P // RNA, U6 small nuclear 76, pseudogene // --- // 100873777"	RNU6-76P	ENST00000384060	0.000588938	1.70061
14572	8000636	"NM_001135865 // NPIPB5 // nuclear pore complex interacting protein family, member B5 //"	NPIPB5	NM_001135865	0.000979338	1.7007
18466	8039635	NM_001012729 // DUXA // double homeobox A // 19q13.43 // 503835 /// ENST00000554048 // 	DUXA	NM_001012729	1.62E-06	1.70136
29745	8149718	NR_027715 // BIN3-IT1 // BIN3 intronic transcript 1 // 8p21.3 // 80094	BIN3-IT1	NR_027715	0.00051304	1.70671
5654	7911263	"NM_001004690 // OR2M5 // olfactory receptor, family 2, subfamily M, member 5 // 1q44 //"	OR2M5	NM_001004690	0.000936371	1.70853
29426	8147000	NM_024721 // ZFHX4 // zinc finger homeobox 4 // 8q21.11 // 79776 /// XM_011517592 // ZF	ZFHX4	NM_024721	0.00764919	1.71921
4659	7901293	"NM_001010969 // CYP4A22 // cytochrome P450, family 4, subfamily A, polypeptide 22 // 1p"	CYP4A22	NM_001010969	0.000239945	1.72311
30300	8154838	OTTHUMT00000052094 // TRBV21OR9-2 // T cell receptor beta variable 21/OR9-2 (pseudogene	TRBV21OR9-2	OTTHUMT00000052094	0.00042057	1.72829
31609	8167560	NM_001098413 // GAGE10 // G antigen 10 // Xp11.23 // 102724473 /// ENST00000407599 // G	GAGE10	NM_001098413	0.00184961	1.72918
12738	7981728	OTTHUMT00000324604 // IGHV3-52 // immunoglobulin heavy variable 3-52 (pseudogene) // 14	IGHV3-52	OTTHUMT00000324604	0.000344728	1.7294
18054	8035896	NM_020856 // TSHZ3 // teashirt zinc finger homeobox 3 // 19q12 // 57616 /// ENST0000024	TSHZ3	NM_020856	4.56E-05	1.7299
12155	7976012	NM_001105250 // NRXN3 // neurexin 3 // 14q31 // 9369 /// NM_001272020 // NRXN3 // neure	NRXN3	NM_001105250	0.0133266	1.73064
11151	7966026	"NM_014840 // NUAK1 // NUAK family, SNF1-like kinase, 1 // 12q23.3 // 9891 /// ENST00000"	NUAK1	NM_014840	0.00969101	1.73358
13748	7991750	"NM_005332 // HBZ // hemoglobin, zeta // 16p13.3 // 3050 /// XM_005255287 // HBZ // hemo"	HBZ	NM_005332	7.18E-05	1.73414
29653	8149153	NR_027000 // LINC00965 // long intergenic non-protein coding RNA 965 // 8p23.1 // 34919	LINC00965	NR_027000	0.0111229	1.73528
19237	8046746	"NM_001080545 // PPP1R1C // protein phosphatase 1, regulatory (inhibitor) subunit 1C // "	PPP1R1C	NM_001080545	9.05E-05	1.73879
14440	7999173	NM_145253 // UBALD1 // UBA-like domain containing 1 // 16p13.3 // 124402 /// ENST000002	UBALD1	NM_145253	0.000237161	1.74515
15614	8011262	NM_020310 // MNT // MAX network transcriptional repressor // 17p13.3 // 4335 /// XM_011	MNT	NM_020310	9.70E-06	1.74725
5841	7912994	NM_001136265 // IFFO2 // intermediate filament family orphan 2 // 1p36.13 // 126917 ///	IFFO2	NM_001136265	4.69E-06	1.7515
31127	8162674	NR_026847 // LOC286359 // uncharacterized LOC286359 // 9q22.33 // 286359 /// AK097847 /	LOC286359	NR_026847	0.00019395	1.75449
28086	8134460	ENST00000485422 // BRI3 // brain protein I3 // 7q21.3 // 25798 /// OTTHUMT00000334686 /	BRI3	ENST00000485422	0.00271064	1.75498
27312	8126855	NM_001013732 // PTCHD4 // patched domain containing 4 // 6p12.3 // 442213 /// NM_207499	PTCHD4	NM_001013732	0.00427815	1.75626
31501	8166509	"NM_001136234 // SUPT20HL1 // SPT20 homolog, SAGA complex component-like 1 // Xp22.11 //"	SUPT20HL1	NM_001136234	0.0138711	1.75812
31434	8165866	"NM_000351 // STS // steroid sulfatase (microsomal), isozyme S // Xp22.32 // 412 /// XM_"	STS	NM_000351	0.00256493	1.75861
19575	8050423	NR_026766 // MYCNOS // MYCN opposite strand // 2p24.1 // 10408 /// ENST00000419083 // M	MYCNOS	NR_026766	0.00166379	1.7609
8116	7936529	NM_001127211 // SHTN1 // shootin 1 // 10q25.3 // 57698 /// NM_001258298 // SHTN1 // sho	SHTN1	NM_001127211	0.000622059	1.76136
26436	8118228	"NM_021221 // LY6G5B // lymphocyte antigen 6 complex, locus G5B // 6p21.3 // 58496 /// E"	LY6G5B	NM_021221	0.00373185	1.76378
5768	7912347	NM_001079843 // CASZ1 // castor zinc finger 1 // 1p36.22 // 54897 /// ENST00000377022 /	CASZ1	NM_001079843	0.000260093	1.76425
12533	7979721	NM_182526 // TMEM229B // transmembrane protein 229B // 14q24.1 // 161145 /// XM_0052673	TMEM229B	NM_182526	0.000554683	1.76523
11469	7969472	NM_001257995 // LMO7DN // LMO7 downstream neighbor // 13q22.2 // 729420 /// XM_01153520	LMO7DN	NM_001257995	5.77E-06	1.76923
27972	8133233	NM_001127231 // AUTS2 // autism susceptibility candidate 2 // 7q11.22 // 26053 /// NM_0	AUTS2	NM_001127231	0.00389143	1.78194
8411	7939215	NM_012194 // KIAA1549L // KIAA1549-like // 11p13 // 25758 /// XM_005252847 // KIAA1549L	KIAA1549L	NM_012194	9.87E-06	1.78242
8826	7943019	"XR_947879 // TRIM51EP // tripartite motif-containing 51E, pseudogene // 11q14.3 // 3999"	TRIM51EP	XR_947879	0.000445753	1.78259
20176	8056457	"NM_001165963 // SCN1A // sodium channel, voltage gated, type I alpha subunit // 2q24.3 "	SCN1A	NM_001165963	0.00882657	1.79524
6613	7921012	NR_029691 // MIR9-1 // microRNA 9-1 // 1q22 // 407046 /// uc001foz.1 // MIR9-1 // micro	MIR9-1	NR_029691	0.000922033	1.79579
15702	8012349	NM_002616 // PER1 // period circadian clock 1 // 17p13.1 // 5187 /// XM_005256689 // PE	PER1	NM_002616	0.00246479	1.79767
12399	7978331	NM_001039771 // CBLN3 // cerebellin 3 precursor // 14q12 // 643866 /// ENST00000267406 	CBLN3	NM_001039771	0.000385699	1.79982
26043	8114898	"ENST00000394409 // PPP2R2B // protein phosphatase 2, regulatory subunit B, beta // 5q32"	PPP2R2B	ENST00000394409	3.36E-05	1.80154
12830	7982068	"NR_003346 // SNORD115-31 // small nucleolar RNA, C/D box 115-31 // 15q11.2 // 100033805"	SNORD115-31	NR_003346	0.000127827	1.80479
21876	8073822	NR_027033 // MIRLET7BHG // MIRLET7B host gene // 22q13.31 // 400931 /// NR_029478 // MI	MIRLET7BHG	NR_027033	0.00110682	1.80536
30850	8160360	"NM_002176 // IFNB1 // interferon, beta 1, fibroblast // 9p21 // 3456 /// ENST0000038023"	IFNB1	NM_002176	0.000180591	1.80814
16209	8017344	AK123839 // LOC100129112 // uncharacterized LOC100129112 // 17q23.2 // 100129112	LOC100129112	AK123839	6.44E-06	1.81385
30860	8160417	"NM_021002 // IFNA6 // interferon, alpha 6 // 9p22 // 3443 /// ENST00000259555 // IFNA6 "	IFNA6	NM_021002	9.66E-05	1.81453
30263	8154512	NM_001040272 // ADAMTSL1 // ADAMTS like 1 // 9p21.3 // 92949 /// XM_011518063 // ADAMTS	ADAMTSL1	NM_001040272	0.0117652	1.82256
12290	7977270	"ENST00000330634 // INF2 // inverted formin, FH2 and WH2 domain containing // 14q32.33 /"	INF2	ENST00000330634	2.78E-05	1.82996
5368	7908347	NM_022375 // OCLM // oculomedin // 1q25 // 10896 /// ENST00000574641 // OCLM // oculome	OCLM	NM_022375	0.000363134	1.83076
19844	8053325	XR_926178 // LOC105374818 // uncharacterized LOC105374818 // --- // 105374818 /// XR_92	LOC105374818	XR_926178	0.00565771	1.8365
31511	8166585	ENST00000580017 // DCAF8L2 // DDB1 and CUL4 associated factor 8-like 2 // Xp21.3 // 347	DCAF8L2	ENST00000580017	4.43E-05	1.8415
23511	8090852	NM_001278683 // AMOTL2 // angiomotin like 2 // 3q21-q22 // 51421 /// NM_001278685 // AM	AMOTL2	NM_001278683	2.46E-05	1.84447
18871	8043441	OTTHUMT00000323279 // IGKV1D-27 // immunoglobulin kappa variable 1D-27 (pseudogene) // 	IGKV1D-27	OTTHUMT00000323279	7.38E-06	1.8477
11507	7969794	AY358798 // LOC100132099 // FRSS1829 // 13q32.3 // 100132099	LOC100132099	AY358798	9.20E-05	1.84872
22347	80785.27	NR_029824 // MIR128-2 // microRNA 128-2 // 3p22.3 // 406916 /// ENST00000384893 // MIR1	MIR128-2	NR_029824	0.000508527	1.85323
30589	8157450	NM_000608 // ORM2 // orosomucoid 2 // 9q32 // 5005 /// ENST00000431067 // ORM2 // oroso	ORM2	NM_000608	4.52E-06	1.86095
19863	8053449	NM_001031738 // TMEM150A // transmembrane protein 150A // 2p11.2 // 129303 /// NR_03317	TMEM150A	NM_001031738	5.37E-05	1.86325
31111	8162533	NM_000264 // PTCH1 // patched 1 // 9q22.3 // 5727 /// NM_001083602 // PTCH1 // patched 	PTCH1	NM_000264	1.84E-05	1.87242
16567	8021058	"NM_001242692 // SLC14A2 // solute carrier family 14 (urea transporter), member 2 // 18q"	SLC14A2	NM_001242692	0.0044539	1.87421
29165	8144526	ENST00000518619 // LOC157273 // uncharacterized LOC157273 // 8p23.1 // 157273	LOC157273	ENST00000518619	8.24E-06	1.88129
9915	7952986	NM_001184985 // WNK1 // WNK lysine deficient protein kinase 1 // 12p13.3 // 65125 /// N	WNK1	NM_001184985	0.00049993	1.90872
32553	8175531	NM_004065 // CDR1 // cerebellar degeneration related protein 1 // Xq27.1 // 1038 /// EN	CDR1	NM_004065	0.00585017	1.90916
9367	7948103	"OTTHUMT00000334836 // OR4C50P // olfactory receptor, family 4, subfamily C, member 50 p"	OR4C50P	OTTHUMT00000334836	7.76E-05	1.91159
31952	8170257	XR_109780 // LOC645188 // uncharacterized LOC645188 // Xq27.2 // 645188 /// XR_172415 /	LOC645188	XR_109780	0.00626708	1.91594
18170	8036936	ENST00000598759 // NUMBL // numb homolog (Drosophila)-like // 19q13.13-q13.2 // 9253 //	NUMBL	ENST00000598759	0.00116554	1.9282
24976	8104568	AY358688 // LOC100133299 // GALI1870 // 5p15.2 // 100133299	LOC100133299	AY358688	1.34E-05	1.93316
7557	7930537	"NM_001146274 // TCF7L2 // transcription factor 7-like 2 (T-cell specific, HMG-box) // 1"	TCF7L2	NM_001146274	0.00305551	1.93572
17932	8034696	NR_029501 // MIR27A // microRNA 27a // 19p13.13 // 407018 /// ENST00000385073 // MIR27A	MIR27A	NR_029501	0.00166708	1.93649
16258	8017964	NM_080284 // ABCA6 // ATP binding cassette subfamily A member 6 // 17q24.3 // 23460 ///	ABCA6	NM_080284	0.0137445	1.93693
27980	8133326	NM_001257190 // POM121 // POM121 transmembrane nucleoporin // 7q11.23 // 9883 /// NM_17	POM121	NM_001257190	6.28E-05	1.94169
31179	8163202	"NM_153366 // SVEP1 // sushi, von Willebrand factor type A, EGF and pentraxin domain con"	SVEP1	NM_153366	0.00559281	1.96403
26998	8123936	"NM_001142393 // NEDD9 // neural precursor cell expressed, developmentally down-regulate"	NEDD9	NM_001142393	0.00252456	1.97771
24011	8095585	"NM_001098484 // SLC4A4 // solute carrier family 4 (sodium bicarbonate cotransporter), m"	SLC4A4	NM_001098484	0.000335655	1.98807
7421	7928999	"NM_001102469 // LIPN // lipase, family member N // 10q23.31 // 643418 /// XM_005270049 "	LIPN	NM_001102469	0.00015225	2.01063
5648	7911241	"NM_001001963 // OR2L8 // olfactory receptor, family 2, subfamily L, member 8 (gene/pseu"	OR2L8	NM_001001963	2.68E-06	2.05278
20315	8058390	NM_203365 // RAPH1 // Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 /	RAPH1	NM_203365	1.33E-05	2.09294
31415	8165705	"ENST00000361681 // ND6 // NADH dehydrogenase, subunit 6 (complex I) // --- // 4541"	ND6	ENST00000361681	0.00196414	2.12379
26126	8115730	NR_029632 // MIR218-2 // microRNA 218-2 // 5q34 // 407001 /// ENST00000385006 // MIR218	MIR218-2	NR_029632	0.000309256	2.13379
4402	7898655	NM_001785 // CDA // cytidine deaminase // 1p36.2-p35 // 978 /// ENST00000375071 // CDA 	CDA	NM_001785	0.00401697	2.13495
20740	8062864	NM_003881 // WISP2 // WNT1 inducible signaling pathway protein 2 // 20q13.12 // 8839 //	WISP2	NM_003881	0.00170072	2.14398
20265	8057797	NM_004657 // SDPR // serum deprivation response // 2q32-q33 // 8436 /// ENST00000304141	SDPR	NM_004657	0.00232078	2.24641
10251	7956271	NM_003725 // HSD17B6 // hydroxysteroid (17-beta) dehydrogenase 6 // 12q13 // 8630 /// X	HSD17B6	NM_003725	0.0117282	2.28321
16560	8020973	NM_001281739 // FHOD3 // formin homology 2 domain containing 3 // 18q12 // 80206 /// NM	FHOD3	NM_001281739	2.67E-06	2.2894
30917	8160912	AK090398 // C9orf131 // chromosome 9 open reading frame 131 // 9p13.3 // 138724	C9orf131	AK090398	0.00010363	2.2967
21281	8068024	NM_001270407 // JAM2 // junctional adhesion molecule 2 // 21q21.2 // 58494 /// NM_00127	JAM2	NM_001270407	0.00766174	2.32679
25118	8105935	XR_430415 // LOC101929738 // putative POM121-like protein 1 // --- // 101929738 /// XR_	LOC101929738	XR_430415	0.00512594	2.50201
19216	8046530	NM_021192 // HOXD11 // homeobox D11 // 2q31.1 // 3237 /// ENST00000249504 // HOXD11 // 	HOXD11	NM_021192	0.00196885	2.61757
25124	8105989	NR_073404 // LOC441081 // POM121 membrane glycoprotein (rat) pseudogene // 5q13.2 // 44	LOC441081	NR_073404	0.00265316	2.62644
5417	7908861	AF314543 // OCR1 // ovarian cancer-related protein 1 // 1q32.1 // 100128298	OCR1	AF314543	0.000147134	2.71499
7882	7933872	NM_000399 // EGR2 // early growth response 2 // 10q21.1 // 1959 /// NM_001136177 // EGR	EGR2	NM_000399	0.00138662	2.74419
19490	8049530	NM_001137550 // LRRFIP1 // leucine rich repeat (in FLII) interacting protein 1 // 2q37.	LRRFIP1	NM_001137550	0.000332014	2.89143
16257	8017927	NM_080283 // ABCA9 // ATP binding cassette subfamily A member 9 // 17q24.2 // 10350 ///	ABCA9	NM_080283	0.0108267	2.92226
32176	8172266	NR_029635 // MIR221 // microRNA 221 // Xp11.3 // 407006 /// ENST00000385135 // MIR221 /	MIR221	NR_029635	0.00194072	3.46727
28814	8141228	NM_001134450 // TMEM130 // transmembrane protein 130 // 7q22.1 // 222865 /// NM_0011344	TMEM130	NM_001134450	6.15E-05	3.50373
